t,XA2,XB2,XC2,XD2,XE2,YA2,YB2,YC2,YD2,YE2,
47.,0.70339295105469,0.2666914108949,3.0365446988305e-002,5.0441068202167e-004,-9.5421961991934e-004,0.76567211822609,0.21772850538355,1.6527027026913e-002,1.3726801313616e-004,0.53127931780249,
48.,0.70227514162673,0.26756945214871,3.0511259334092e-002,5.0695735940354e-004,-8.6281046892808e-004,0.76477170127236,0.21853574401029,1.6613260662276e-002,1.3801814655285e-004,0.52948467845324,
49.,0.7011612969088,0.2684521288345,3.0657227399155e-002,5.0950238546548e-004,-7.801555279194e-004,0.76386905613324,0.21934577282182,1.6699523715244e-002,1.3876739761882e-004,0.52768499219856,
50.,0.70005015882044,0.26933973840234,3.0803471171895e-002,5.1204813333523e-004,-7.0541652801647e-004,0.76296359623149,0.22015904110373,1.6785896506143e-002,1.3951653494993e-004,0.52587914208666,
51.,0.69894059782969,0.27023254059544,3.0950100237253e-002,5.1459678267476e-004,-6.3783544505029e-004,0.76205479589056,0.22097594948774,1.6872452501058e-002,1.4026626492617e-004,0.52406612763683,
52.,0.69783159843008,0.27113076320249,3.1097214851844e-002,5.1715033811753e-004,-5.7672682253793e-004,0.76114218269261,0.2217968563889,1.6959259008677e-002,1.4101723759745e-004,0.52224505005743,
53.,0.69672224628654,0.27203460698228,3.1244906913412e-002,5.1971064604777e-004,-5.2147082828231e-004,0.76022533078847,0.22262208360495,1.7046377810236e-002,1.4177005206565e-004,0.52041509932122,
54.,0.69561171685643,0.27294424987387,3.1393260834475e-002,5.2227940986031e-004,-4.7150697464148e-004,0.75930385504273,0.22345192118432,1.7133865728557e-002,1.4252526138507e-004,0.51857554286846,
55.,0.69449926531451,0.27385985059163,3.1542354329183e-002,5.2485820383069e-004,-4.2632843915956e-004,0.75837740591044,0.22428663165685,1.7221775141774e-002,1.4328337702145e-004,0.51672571573479,
56.,0.69338421762985,0.27478155169097,3.1692259121736e-002,5.2744848571605e-004,-3.854769282696e-004,0.75744566495429,0.22512645370961,1.7310154446872e-002,1.4404487290697e-004,0.5148650119249,
57.,0.69226596266042,0.27570948217965,3.1843041583951e-002,5.3005160819876e-004,-3.4853803221906e-004,0.756508340922,0.22597160538018,1.7399048477805e-002,1.4481018912614e-004,0.51299287687488,
58.,0.69114394514673,0.27664375973937,3.1994763308938e-002,5.3266882927584e-004,-3.1513702430958e-004,0.75556516631334,0.22682228683058,1.7488498882519e-002,1.45579735265e-004,0.51110880086498,
59.,0.6900176594997,0.27758449261345,3.2147481627176e-002,5.3530132168921e-004,-2.8493506200722e-004,0.75461589437511,0.22767868275699,1.7578544462857e-002,1.4635389345349e-004,0.50921231326182,
60.,0.68888664429029,0.27853178120899,3.2301250070753e-002,5.3795018148408e-004,-2.576257515221e-004,0.75366029646967,0.22854096448335,1.7669221480964e-002,1.4713302112865e-004,0.50730297748423,
61.,0.68775047735938,0.27948571945502,3.2456118790936e-002,5.4061643577519e-004,-2.3293204111963e-004,0.75269815976988,0.22940929178073,1.7760563935487e-002,1.4791745354398e-004,0.50538038660012,
62.,0.68660877147584,0.28044639595232,3.2612134933787e-002,5.4330104979423e-004,-2.1060341173788e-004,0.75172928523888,0.2302838144488,1.7852603810546e-002,1.4870750604807e-004,0.50344415947349,
63.,0.68546117047942,0.28141389494571,3.2769342978071e-002,5.4600493328486e-004,-1.9041333648254e-004,0.7507534858586,0.23116467369107,1.794537130019e-002,1.4950347615389e-004,0.50149393739118,
